apk,rep,timeout,tool,time,spec,class,method,message,unique_msg
com.dimension.tessercube_200.apk,2,180,humanoid,7.0,TreeSet_Comparable,io.requery.meta.TypeBuilder,addAttribute,TreeSet_Comparable A non-comparable object is being inserted into a TreeSet object.,io.requery.meta.TypeBuilder:::addAttribute:::TreeSet_Comparable:::TreeSet_Comparable:::TreeSet_Comparable A non-comparable object is being inserted into a TreeSet object.
com.dimension.tessercube_200.apk,2,60,fastbot,4.0,TreeSet_Comparable,io.requery.meta.TypeBuilder,addAttribute,TreeSet_Comparable A non-comparable object is being inserted into a TreeSet object.,io.requery.meta.TypeBuilder:::addAttribute:::TreeSet_Comparable:::TreeSet_Comparable:::TreeSet_Comparable A non-comparable object is being inserted into a TreeSet object.
com.dimension.tessercube_200.apk,1,300,droidbot_bfs_greedy,7.0,TreeSet_Comparable,io.requery.meta.TypeBuilder,addAttribute,TreeSet_Comparable A non-comparable object is being inserted into a TreeSet object.,io.requery.meta.TypeBuilder:::addAttribute:::TreeSet_Comparable:::TreeSet_Comparable:::TreeSet_Comparable A non-comparable object is being inserted into a TreeSet object.
com.dimension.tessercube_200.apk,3,180,droidbot_dfs_greedy,6.0,TreeSet_Comparable,io.requery.meta.TypeBuilder,addAttribute,TreeSet_Comparable A non-comparable object is being inserted into a TreeSet object.,io.requery.meta.TypeBuilder:::addAttribute:::TreeSet_Comparable:::TreeSet_Comparable:::TreeSet_Comparable A non-comparable object is being inserted into a TreeSet object.
com.dimension.tessercube_200.apk,3,60,droidbot_dfs_greedy,8.0,TreeSet_Comparable,io.requery.meta.TypeBuilder,addAttribute,TreeSet_Comparable A non-comparable object is being inserted into a TreeSet object.,io.requery.meta.TypeBuilder:::addAttribute:::TreeSet_Comparable:::TreeSet_Comparable:::TreeSet_Comparable A non-comparable object is being inserted into a TreeSet object.
com.dimension.tessercube_200.apk,1,180,ape,4.0,TreeSet_Comparable,io.requery.meta.TypeBuilder,addAttribute,TreeSet_Comparable A non-comparable object is being inserted into a TreeSet object.,io.requery.meta.TypeBuilder:::addAttribute:::TreeSet_Comparable:::TreeSet_Comparable:::TreeSet_Comparable A non-comparable object is being inserted into a TreeSet object.
com.dimension.tessercube_200.apk,2,180,qtesting,16.0,TreeSet_Comparable,io.requery.meta.TypeBuilder,addAttribute,TreeSet_Comparable A non-comparable object is being inserted into a TreeSet object.,io.requery.meta.TypeBuilder:::addAttribute:::TreeSet_Comparable:::TreeSet_Comparable:::TreeSet_Comparable A non-comparable object is being inserted into a TreeSet object.
com.dimension.tessercube_200.apk,2,120,droidbot,6.0,TreeSet_Comparable,io.requery.meta.TypeBuilder,addAttribute,TreeSet_Comparable A non-comparable object is being inserted into a TreeSet object.,io.requery.meta.TypeBuilder:::addAttribute:::TreeSet_Comparable:::TreeSet_Comparable:::TreeSet_Comparable A non-comparable object is being inserted into a TreeSet object.
com.dimension.tessercube_200.apk,3,300,droidbot,5.0,TreeSet_Comparable,io.requery.meta.TypeBuilder,addAttribute,TreeSet_Comparable A non-comparable object is being inserted into a TreeSet object.,io.requery.meta.TypeBuilder:::addAttribute:::TreeSet_Comparable:::TreeSet_Comparable:::TreeSet_Comparable A non-comparable object is being inserted into a TreeSet object.
com.dimension.tessercube_200.apk,3,300,droidbot_bfs_greedy,5.0,TreeSet_Comparable,io.requery.meta.TypeBuilder,addAttribute,TreeSet_Comparable A non-comparable object is being inserted into a TreeSet object.,io.requery.meta.TypeBuilder:::addAttribute:::TreeSet_Comparable:::TreeSet_Comparable:::TreeSet_Comparable A non-comparable object is being inserted into a TreeSet object.
com.dimension.tessercube_200.apk,2,120,fastbot,7.0,TreeSet_Comparable,io.requery.meta.TypeBuilder,addAttribute,TreeSet_Comparable A non-comparable object is being inserted into a TreeSet object.,io.requery.meta.TypeBuilder:::addAttribute:::TreeSet_Comparable:::TreeSet_Comparable:::TreeSet_Comparable A non-comparable object is being inserted into a TreeSet object.
com.dimension.tessercube_200.apk,3,120,droidbot,36.0,TreeSet_Comparable,io.requery.meta.TypeBuilder,addAttribute,TreeSet_Comparable A non-comparable object is being inserted into a TreeSet object.,io.requery.meta.TypeBuilder:::addAttribute:::TreeSet_Comparable:::TreeSet_Comparable:::TreeSet_Comparable A non-comparable object is being inserted into a TreeSet object.
com.dimension.tessercube_200.apk,1,120,fastbot,6.0,TreeSet_Comparable,io.requery.meta.TypeBuilder,addAttribute,TreeSet_Comparable A non-comparable object is being inserted into a TreeSet object.,io.requery.meta.TypeBuilder:::addAttribute:::TreeSet_Comparable:::TreeSet_Comparable:::TreeSet_Comparable A non-comparable object is being inserted into a TreeSet object.
com.dimension.tessercube_200.apk,1,300,fastbot,8.0,TreeSet_Comparable,io.requery.meta.TypeBuilder,addAttribute,TreeSet_Comparable A non-comparable object is being inserted into a TreeSet object.,io.requery.meta.TypeBuilder:::addAttribute:::TreeSet_Comparable:::TreeSet_Comparable:::TreeSet_Comparable A non-comparable object is being inserted into a TreeSet object.
com.dimension.tessercube_200.apk,3,120,ares,16.0,TreeSet_Comparable,io.requery.meta.TypeBuilder,addAttribute,TreeSet_Comparable A non-comparable object is being inserted into a TreeSet object.,io.requery.meta.TypeBuilder:::addAttribute:::TreeSet_Comparable:::TreeSet_Comparable:::TreeSet_Comparable A non-comparable object is being inserted into a TreeSet object.
com.dimension.tessercube_200.apk,3,300,qtesting,19.0,TreeSet_Comparable,io.requery.meta.TypeBuilder,addAttribute,TreeSet_Comparable A non-comparable object is being inserted into a TreeSet object.,io.requery.meta.TypeBuilder:::addAttribute:::TreeSet_Comparable:::TreeSet_Comparable:::TreeSet_Comparable A non-comparable object is being inserted into a TreeSet object.
com.dimension.tessercube_200.apk,1,120,ape,4.0,TreeSet_Comparable,io.requery.meta.TypeBuilder,addAttribute,TreeSet_Comparable A non-comparable object is being inserted into a TreeSet object.,io.requery.meta.TypeBuilder:::addAttribute:::TreeSet_Comparable:::TreeSet_Comparable:::TreeSet_Comparable A non-comparable object is being inserted into a TreeSet object.
com.dimension.tessercube_200.apk,1,180,droidbot_dfs_greedy,6.0,TreeSet_Comparable,io.requery.meta.TypeBuilder,addAttribute,TreeSet_Comparable A non-comparable object is being inserted into a TreeSet object.,io.requery.meta.TypeBuilder:::addAttribute:::TreeSet_Comparable:::TreeSet_Comparable:::TreeSet_Comparable A non-comparable object is being inserted into a TreeSet object.
com.eletac.tronwallet_11.apk,2,300,ape,116.0,Collections_SynchronizedCollection,com.eletac.tronwallet.block_explorer.TokensFragment,updateFilteredTokens,Collections_SynchronizedCollection A synchronized collection was accessed in a thread-unsafe manner.,com.eletac.tronwallet.block_explorer.TokensFragment:::updateFilteredTokens:::Collections_SynchronizedCollection:::Collections_SynchronizedCollection:::Collections_SynchronizedCollection A synchronized collection was accessed in a thread-unsafe manner.
com.eletac.tronwallet_11.apk,2,300,ape,116.0,Collections_SynchronizedCollection,com.eletac.tronwallet.block_explorer.NodesFragment,updateFilteredNodes,Collections_SynchronizedCollection A synchronized collection was accessed in a thread-unsafe manner.,com.eletac.tronwallet.block_explorer.NodesFragment:::updateFilteredNodes:::Collections_SynchronizedCollection:::Collections_SynchronizedCollection:::Collections_SynchronizedCollection A synchronized collection was accessed in a thread-unsafe manner.
com.eletac.tronwallet_11.apk,2,300,ape,116.0,Collections_SynchronizedCollection,com.eletac.tronwallet.block_explorer.RepresentativesFragment,updateFilteredWitnesses,Collections_SynchronizedCollection A synchronized collection was accessed in a thread-unsafe manner.,com.eletac.tronwallet.block_explorer.RepresentativesFragment:::updateFilteredWitnesses:::Collections_SynchronizedCollection:::Collections_SynchronizedCollection:::Collections_SynchronizedCollection A synchronized collection was accessed in a thread-unsafe manner.
com.eletac.tronwallet_11.apk,3,120,ape,45.0,Collections_SynchronizedCollection,com.eletac.tronwallet.block_explorer.NodesFragment,updateFilteredNodes,Collections_SynchronizedCollection A synchronized collection was accessed in a thread-unsafe manner.,com.eletac.tronwallet.block_explorer.NodesFragment:::updateFilteredNodes:::Collections_SynchronizedCollection:::Collections_SynchronizedCollection:::Collections_SynchronizedCollection A synchronized collection was accessed in a thread-unsafe manner.
com.eletac.tronwallet_11.apk,3,120,ape,45.0,Collections_SynchronizedCollection,com.eletac.tronwallet.block_explorer.TokensFragment,updateFilteredTokens,Collections_SynchronizedCollection A synchronized collection was accessed in a thread-unsafe manner.,com.eletac.tronwallet.block_explorer.TokensFragment:::updateFilteredTokens:::Collections_SynchronizedCollection:::Collections_SynchronizedCollection:::Collections_SynchronizedCollection A synchronized collection was accessed in a thread-unsafe manner.
com.eletac.tronwallet_11.apk,3,120,ape,45.0,Collections_SynchronizedCollection,com.eletac.tronwallet.block_explorer.RepresentativesFragment,updateFilteredWitnesses,Collections_SynchronizedCollection A synchronized collection was accessed in a thread-unsafe manner.,com.eletac.tronwallet.block_explorer.RepresentativesFragment:::updateFilteredWitnesses:::Collections_SynchronizedCollection:::Collections_SynchronizedCollection:::Collections_SynchronizedCollection A synchronized collection was accessed in a thread-unsafe manner.
com.gaurav.avnc_26.apk,2,120,droidmate,25.0,Collections_SynchronizedMap,androidx.fragment.app.FragmentManager,dispatchDestroy,Collections_SynchronizedMap A collection view of a synchronized map was accessed in a thread-unsafe manner.,androidx.fragment.app.FragmentManager:::dispatchDestroy:::Collections_SynchronizedMap:::Collections_SynchronizedMap:::Collections_SynchronizedMap A collection view of a synchronized map was accessed in a thread-unsafe manner.
com.gaurav.avnc_26.apk,2,120,droidmate,60.0,Collections_SynchronizedMap,androidx.fragment.app.FragmentManager,saveAllStateInternal,Collections_SynchronizedMap A collection view of a synchronized map was accessed in a thread-unsafe manner.,androidx.fragment.app.FragmentManager:::saveAllStateInternal:::Collections_SynchronizedMap:::Collections_SynchronizedMap:::Collections_SynchronizedMap A collection view of a synchronized map was accessed in a thread-unsafe manner.
com.gaurav.avnc_26.apk,3,60,droidbot_bfs_greedy,4.0,Collections_SynchronizedMap,androidx.fragment.app.FragmentManager,dispatchDestroy,Collections_SynchronizedMap A collection view of a synchronized map was accessed in a thread-unsafe manner.,androidx.fragment.app.FragmentManager:::dispatchDestroy:::Collections_SynchronizedMap:::Collections_SynchronizedMap:::Collections_SynchronizedMap A collection view of a synchronized map was accessed in a thread-unsafe manner.
com.gaurav.avnc_26.apk,1,60,droidbot_bfs_naive,6.0,Collections_SynchronizedMap,androidx.fragment.app.FragmentManager,dispatchDestroy,Collections_SynchronizedMap A collection view of a synchronized map was accessed in a thread-unsafe manner.,androidx.fragment.app.FragmentManager:::dispatchDestroy:::Collections_SynchronizedMap:::Collections_SynchronizedMap:::Collections_SynchronizedMap A collection view of a synchronized map was accessed in a thread-unsafe manner.
com.gaurav.avnc_26.apk,3,300,droidbot_bfs_greedy,4.0,Collections_SynchronizedMap,androidx.fragment.app.FragmentManager,dispatchDestroy,Collections_SynchronizedMap A collection view of a synchronized map was accessed in a thread-unsafe manner.,androidx.fragment.app.FragmentManager:::dispatchDestroy:::Collections_SynchronizedMap:::Collections_SynchronizedMap:::Collections_SynchronizedMap A collection view of a synchronized map was accessed in a thread-unsafe manner.
com.gaurav.avnc_26.apk,1,180,humanoid,5.0,Collections_SynchronizedMap,androidx.fragment.app.FragmentManager,dispatchDestroy,Collections_SynchronizedMap A collection view of a synchronized map was accessed in a thread-unsafe manner.,androidx.fragment.app.FragmentManager:::dispatchDestroy:::Collections_SynchronizedMap:::Collections_SynchronizedMap:::Collections_SynchronizedMap A collection view of a synchronized map was accessed in a thread-unsafe manner.
com.gaurav.avnc_26.apk,3,120,droidbot,48.0,Collections_SynchronizedMap,androidx.fragment.app.FragmentManager,dispatchDestroy,Collections_SynchronizedMap A collection view of a synchronized map was accessed in a thread-unsafe manner.,androidx.fragment.app.FragmentManager:::dispatchDestroy:::Collections_SynchronizedMap:::Collections_SynchronizedMap:::Collections_SynchronizedMap A collection view of a synchronized map was accessed in a thread-unsafe manner.
com.gaurav.avnc_26.apk,3,300,ares,20.0,Collections_SynchronizedMap,androidx.fragment.app.FragmentManager,dispatchDestroy,Collections_SynchronizedMap A collection view of a synchronized map was accessed in a thread-unsafe manner.,androidx.fragment.app.FragmentManager:::dispatchDestroy:::Collections_SynchronizedMap:::Collections_SynchronizedMap:::Collections_SynchronizedMap A collection view of a synchronized map was accessed in a thread-unsafe manner.
com.gaurav.avnc_26.apk,3,300,ares,40.0,Collections_SynchronizedMap,androidx.fragment.app.FragmentManager,saveAllStateInternal,Collections_SynchronizedMap A collection view of a synchronized map was accessed in a thread-unsafe manner.,androidx.fragment.app.FragmentManager:::saveAllStateInternal:::Collections_SynchronizedMap:::Collections_SynchronizedMap:::Collections_SynchronizedMap A collection view of a synchronized map was accessed in a thread-unsafe manner.
com.gaurav.avnc_26.apk,2,120,droidbot_bfs_naive,6.0,Collections_SynchronizedMap,androidx.fragment.app.FragmentManager,dispatchDestroy,Collections_SynchronizedMap A collection view of a synchronized map was accessed in a thread-unsafe manner.,androidx.fragment.app.FragmentManager:::dispatchDestroy:::Collections_SynchronizedMap:::Collections_SynchronizedMap:::Collections_SynchronizedMap A collection view of a synchronized map was accessed in a thread-unsafe manner.
com.gaurav.avnc_26.apk,1,120,droidbot_bfs_greedy,5.0,Collections_SynchronizedMap,androidx.fragment.app.FragmentManager,dispatchDestroy,Collections_SynchronizedMap A collection view of a synchronized map was accessed in a thread-unsafe manner.,androidx.fragment.app.FragmentManager:::dispatchDestroy:::Collections_SynchronizedMap:::Collections_SynchronizedMap:::Collections_SynchronizedMap A collection view of a synchronized map was accessed in a thread-unsafe manner.
com.gaurav.avnc_26.apk,2,300,droidbot_dfs_greedy,167.0,Collections_SynchronizedMap,androidx.fragment.app.FragmentManager,saveAllStateInternal,Collections_SynchronizedMap A collection view of a synchronized map was accessed in a thread-unsafe manner.,androidx.fragment.app.FragmentManager:::saveAllStateInternal:::Collections_SynchronizedMap:::Collections_SynchronizedMap:::Collections_SynchronizedMap A collection view of a synchronized map was accessed in a thread-unsafe manner.
com.gaurav.avnc_26.apk,2,300,droidbot_dfs_greedy,9.0,Collections_SynchronizedMap,androidx.fragment.app.FragmentManager,dispatchDestroy,Collections_SynchronizedMap A collection view of a synchronized map was accessed in a thread-unsafe manner.,androidx.fragment.app.FragmentManager:::dispatchDestroy:::Collections_SynchronizedMap:::Collections_SynchronizedMap:::Collections_SynchronizedMap A collection view of a synchronized map was accessed in a thread-unsafe manner.
com.gaurav.avnc_26.apk,1,180,droidbot_bfs_naive,5.0,Collections_SynchronizedMap,androidx.fragment.app.FragmentManager,dispatchDestroy,Collections_SynchronizedMap A collection view of a synchronized map was accessed in a thread-unsafe manner.,androidx.fragment.app.FragmentManager:::dispatchDestroy:::Collections_SynchronizedMap:::Collections_SynchronizedMap:::Collections_SynchronizedMap A collection view of a synchronized map was accessed in a thread-unsafe manner.
com.gaurav.avnc_26.apk,1,300,droidbot_bfs_greedy,7.0,Collections_SynchronizedMap,androidx.fragment.app.FragmentManager,dispatchDestroy,Collections_SynchronizedMap A collection view of a synchronized map was accessed in a thread-unsafe manner.,androidx.fragment.app.FragmentManager:::dispatchDestroy:::Collections_SynchronizedMap:::Collections_SynchronizedMap:::Collections_SynchronizedMap A collection view of a synchronized map was accessed in a thread-unsafe manner.
com.gaurav.avnc_26.apk,1,300,droidmate,60.0,Collections_SynchronizedMap,androidx.fragment.app.FragmentManager,saveAllStateInternal,Collections_SynchronizedMap A collection view of a synchronized map was accessed in a thread-unsafe manner.,androidx.fragment.app.FragmentManager:::saveAllStateInternal:::Collections_SynchronizedMap:::Collections_SynchronizedMap:::Collections_SynchronizedMap A collection view of a synchronized map was accessed in a thread-unsafe manner.
com.gaurav.avnc_26.apk,1,300,droidmate,27.0,Collections_SynchronizedMap,androidx.fragment.app.FragmentManager,dispatchDestroy,Collections_SynchronizedMap A collection view of a synchronized map was accessed in a thread-unsafe manner.,androidx.fragment.app.FragmentManager:::dispatchDestroy:::Collections_SynchronizedMap:::Collections_SynchronizedMap:::Collections_SynchronizedMap A collection view of a synchronized map was accessed in a thread-unsafe manner.
com.gaurav.avnc_26.apk,1,60,droidmate,31.0,Collections_SynchronizedMap,androidx.fragment.app.FragmentManager,dispatchDestroy,Collections_SynchronizedMap A collection view of a synchronized map was accessed in a thread-unsafe manner.,androidx.fragment.app.FragmentManager:::dispatchDestroy:::Collections_SynchronizedMap:::Collections_SynchronizedMap:::Collections_SynchronizedMap A collection view of a synchronized map was accessed in a thread-unsafe manner.
com.gaurav.avnc_26.apk,2,60,droidbot_bfs_greedy,5.0,Collections_SynchronizedMap,androidx.fragment.app.FragmentManager,dispatchDestroy,Collections_SynchronizedMap A collection view of a synchronized map was accessed in a thread-unsafe manner.,androidx.fragment.app.FragmentManager:::dispatchDestroy:::Collections_SynchronizedMap:::Collections_SynchronizedMap:::Collections_SynchronizedMap A collection view of a synchronized map was accessed in a thread-unsafe manner.
com.gaurav.avnc_26.apk,1,120,monkey,15.0,Collections_SynchronizedMap,androidx.fragment.app.FragmentManager,saveAllStateInternal,Collections_SynchronizedMap A collection view of a synchronized map was accessed in a thread-unsafe manner.,androidx.fragment.app.FragmentManager:::saveAllStateInternal:::Collections_SynchronizedMap:::Collections_SynchronizedMap:::Collections_SynchronizedMap A collection view of a synchronized map was accessed in a thread-unsafe manner.
com.gaurav.avnc_26.apk,1,120,monkey,10.0,Collections_SynchronizedMap,androidx.fragment.app.FragmentManager,dispatchDestroy,Collections_SynchronizedMap A collection view of a synchronized map was accessed in a thread-unsafe manner.,androidx.fragment.app.FragmentManager:::dispatchDestroy:::Collections_SynchronizedMap:::Collections_SynchronizedMap:::Collections_SynchronizedMap A collection view of a synchronized map was accessed in a thread-unsafe manner.
com.gaurav.avnc_26.apk,3,180,droidmate,57.0,Collections_SynchronizedMap,androidx.fragment.app.FragmentManager,saveAllStateInternal,Collections_SynchronizedMap A collection view of a synchronized map was accessed in a thread-unsafe manner.,androidx.fragment.app.FragmentManager:::saveAllStateInternal:::Collections_SynchronizedMap:::Collections_SynchronizedMap:::Collections_SynchronizedMap A collection view of a synchronized map was accessed in a thread-unsafe manner.
com.gaurav.avnc_26.apk,3,180,droidmate,26.0,Collections_SynchronizedMap,androidx.fragment.app.FragmentManager,dispatchDestroy,Collections_SynchronizedMap A collection view of a synchronized map was accessed in a thread-unsafe manner.,androidx.fragment.app.FragmentManager:::dispatchDestroy:::Collections_SynchronizedMap:::Collections_SynchronizedMap:::Collections_SynchronizedMap A collection view of a synchronized map was accessed in a thread-unsafe manner.
com.gaurav.avnc_26.apk,3,60,droidbot_bfs_naive,4.0,Collections_SynchronizedMap,androidx.fragment.app.FragmentManager,dispatchDestroy,Collections_SynchronizedMap A collection view of a synchronized map was accessed in a thread-unsafe manner.,androidx.fragment.app.FragmentManager:::dispatchDestroy:::Collections_SynchronizedMap:::Collections_SynchronizedMap:::Collections_SynchronizedMap A collection view of a synchronized map was accessed in a thread-unsafe manner.
com.gaurav.avnc_26.apk,2,300,monkey,222.0,Collections_SynchronizedMap,androidx.fragment.app.FragmentManager,saveAllStateInternal,Collections_SynchronizedMap A collection view of a synchronized map was accessed in a thread-unsafe manner.,androidx.fragment.app.FragmentManager:::saveAllStateInternal:::Collections_SynchronizedMap:::Collections_SynchronizedMap:::Collections_SynchronizedMap A collection view of a synchronized map was accessed in a thread-unsafe manner.
com.gaurav.avnc_26.apk,2,300,monkey,135.0,Collections_SynchronizedMap,androidx.fragment.app.FragmentManager,dispatchDestroy,Collections_SynchronizedMap A collection view of a synchronized map was accessed in a thread-unsafe manner.,androidx.fragment.app.FragmentManager:::dispatchDestroy:::Collections_SynchronizedMap:::Collections_SynchronizedMap:::Collections_SynchronizedMap A collection view of a synchronized map was accessed in a thread-unsafe manner.
com.gaurav.avnc_26.apk,2,180,fastbot,4.0,Collections_SynchronizedMap,androidx.fragment.app.FragmentManager,dispatchDestroy,Collections_SynchronizedMap A collection view of a synchronized map was accessed in a thread-unsafe manner.,androidx.fragment.app.FragmentManager:::dispatchDestroy:::Collections_SynchronizedMap:::Collections_SynchronizedMap:::Collections_SynchronizedMap A collection view of a synchronized map was accessed in a thread-unsafe manner.
com.gaurav.avnc_26.apk,2,180,fastbot,61.0,Collections_SynchronizedMap,androidx.fragment.app.FragmentManager,saveAllStateInternal,Collections_SynchronizedMap A collection view of a synchronized map was accessed in a thread-unsafe manner.,androidx.fragment.app.FragmentManager:::saveAllStateInternal:::Collections_SynchronizedMap:::Collections_SynchronizedMap:::Collections_SynchronizedMap A collection view of a synchronized map was accessed in a thread-unsafe manner.
com.gaurav.avnc_26.apk,2,300,humanoid,46.0,Collections_SynchronizedMap,androidx.fragment.app.FragmentManager,dispatchDestroy,Collections_SynchronizedMap A collection view of a synchronized map was accessed in a thread-unsafe manner.,androidx.fragment.app.FragmentManager:::dispatchDestroy:::Collections_SynchronizedMap:::Collections_SynchronizedMap:::Collections_SynchronizedMap A collection view of a synchronized map was accessed in a thread-unsafe manner.
com.gaurav.avnc_26.apk,2,300,humanoid,252.0,Collections_SynchronizedMap,androidx.fragment.app.FragmentManager,saveAllStateInternal,Collections_SynchronizedMap A collection view of a synchronized map was accessed in a thread-unsafe manner.,androidx.fragment.app.FragmentManager:::saveAllStateInternal:::Collections_SynchronizedMap:::Collections_SynchronizedMap:::Collections_SynchronizedMap A collection view of a synchronized map was accessed in a thread-unsafe manner.
com.gaurav.avnc_26.apk,2,120,ares,70.0,Collections_SynchronizedMap,androidx.fragment.app.FragmentManager,saveAllStateInternal,Collections_SynchronizedMap A collection view of a synchronized map was accessed in a thread-unsafe manner.,androidx.fragment.app.FragmentManager:::saveAllStateInternal:::Collections_SynchronizedMap:::Collections_SynchronizedMap:::Collections_SynchronizedMap A collection view of a synchronized map was accessed in a thread-unsafe manner.
com.gaurav.avnc_26.apk,2,120,ares,25.0,Collections_SynchronizedMap,androidx.fragment.app.FragmentManager,dispatchDestroy,Collections_SynchronizedMap A collection view of a synchronized map was accessed in a thread-unsafe manner.,androidx.fragment.app.FragmentManager:::dispatchDestroy:::Collections_SynchronizedMap:::Collections_SynchronizedMap:::Collections_SynchronizedMap A collection view of a synchronized map was accessed in a thread-unsafe manner.
com.gaurav.avnc_26.apk,3,300,ape,10.0,Collections_SynchronizedMap,androidx.fragment.app.FragmentManager,dispatchDestroy,Collections_SynchronizedMap A collection view of a synchronized map was accessed in a thread-unsafe manner.,androidx.fragment.app.FragmentManager:::dispatchDestroy:::Collections_SynchronizedMap:::Collections_SynchronizedMap:::Collections_SynchronizedMap A collection view of a synchronized map was accessed in a thread-unsafe manner.
com.gaurav.avnc_26.apk,3,300,ape,39.0,Collections_SynchronizedMap,androidx.fragment.app.FragmentManager,saveAllStateInternal,Collections_SynchronizedMap A collection view of a synchronized map was accessed in a thread-unsafe manner.,androidx.fragment.app.FragmentManager:::saveAllStateInternal:::Collections_SynchronizedMap:::Collections_SynchronizedMap:::Collections_SynchronizedMap A collection view of a synchronized map was accessed in a thread-unsafe manner.
com.gaurav.avnc_26.apk,3,60,ape,29.0,Collections_SynchronizedMap,androidx.fragment.app.FragmentManager,saveAllStateInternal,Collections_SynchronizedMap A collection view of a synchronized map was accessed in a thread-unsafe manner.,androidx.fragment.app.FragmentManager:::saveAllStateInternal:::Collections_SynchronizedMap:::Collections_SynchronizedMap:::Collections_SynchronizedMap A collection view of a synchronized map was accessed in a thread-unsafe manner.
com.gaurav.avnc_26.apk,3,60,ape,12.0,Collections_SynchronizedMap,androidx.fragment.app.FragmentManager,dispatchDestroy,Collections_SynchronizedMap A collection view of a synchronized map was accessed in a thread-unsafe manner.,androidx.fragment.app.FragmentManager:::dispatchDestroy:::Collections_SynchronizedMap:::Collections_SynchronizedMap:::Collections_SynchronizedMap A collection view of a synchronized map was accessed in a thread-unsafe manner.
com.gaurav.avnc_26.apk,3,120,droidbot_dfs_greedy,4.0,Collections_SynchronizedMap,androidx.fragment.app.FragmentManager,dispatchDestroy,Collections_SynchronizedMap A collection view of a synchronized map was accessed in a thread-unsafe manner.,androidx.fragment.app.FragmentManager:::dispatchDestroy:::Collections_SynchronizedMap:::Collections_SynchronizedMap:::Collections_SynchronizedMap A collection view of a synchronized map was accessed in a thread-unsafe manner.
com.gaurav.avnc_26.apk,2,180,droidbot_bfs_greedy,6.0,Collections_SynchronizedMap,androidx.fragment.app.FragmentManager,dispatchDestroy,Collections_SynchronizedMap A collection view of a synchronized map was accessed in a thread-unsafe manner.,androidx.fragment.app.FragmentManager:::dispatchDestroy:::Collections_SynchronizedMap:::Collections_SynchronizedMap:::Collections_SynchronizedMap A collection view of a synchronized map was accessed in a thread-unsafe manner.
com.gaurav.avnc_26.apk,1,300,monkey,83.0,Collections_SynchronizedMap,androidx.fragment.app.FragmentManager,saveAllStateInternal,Collections_SynchronizedMap A collection view of a synchronized map was accessed in a thread-unsafe manner.,androidx.fragment.app.FragmentManager:::saveAllStateInternal:::Collections_SynchronizedMap:::Collections_SynchronizedMap:::Collections_SynchronizedMap A collection view of a synchronized map was accessed in a thread-unsafe manner.
com.gaurav.avnc_26.apk,1,300,monkey,53.0,Collections_SynchronizedMap,androidx.fragment.app.FragmentManager,dispatchDestroy,Collections_SynchronizedMap A collection view of a synchronized map was accessed in a thread-unsafe manner.,androidx.fragment.app.FragmentManager:::dispatchDestroy:::Collections_SynchronizedMap:::Collections_SynchronizedMap:::Collections_SynchronizedMap A collection view of a synchronized map was accessed in a thread-unsafe manner.
com.gaurav.avnc_26.apk,2,180,droidbot_dfs_greedy,149.0,Collections_SynchronizedMap,androidx.fragment.app.FragmentManager,saveAllStateInternal,Collections_SynchronizedMap A collection view of a synchronized map was accessed in a thread-unsafe manner.,androidx.fragment.app.FragmentManager:::saveAllStateInternal:::Collections_SynchronizedMap:::Collections_SynchronizedMap:::Collections_SynchronizedMap A collection view of a synchronized map was accessed in a thread-unsafe manner.
com.gaurav.avnc_26.apk,2,180,droidbot_dfs_greedy,4.0,Collections_SynchronizedMap,androidx.fragment.app.FragmentManager,dispatchDestroy,Collections_SynchronizedMap A collection view of a synchronized map was accessed in a thread-unsafe manner.,androidx.fragment.app.FragmentManager:::dispatchDestroy:::Collections_SynchronizedMap:::Collections_SynchronizedMap:::Collections_SynchronizedMap A collection view of a synchronized map was accessed in a thread-unsafe manner.
com.gaurav.avnc_26.apk,2,60,fastbot,13.0,Collections_SynchronizedMap,androidx.fragment.app.FragmentManager,dispatchDestroy,Collections_SynchronizedMap A collection view of a synchronized map was accessed in a thread-unsafe manner.,androidx.fragment.app.FragmentManager:::dispatchDestroy:::Collections_SynchronizedMap:::Collections_SynchronizedMap:::Collections_SynchronizedMap A collection view of a synchronized map was accessed in a thread-unsafe manner.
com.gaurav.avnc_26.apk,2,60,droidbot_bfs_naive,4.0,Collections_SynchronizedMap,androidx.fragment.app.FragmentManager,dispatchDestroy,Collections_SynchronizedMap A collection view of a synchronized map was accessed in a thread-unsafe manner.,androidx.fragment.app.FragmentManager:::dispatchDestroy:::Collections_SynchronizedMap:::Collections_SynchronizedMap:::Collections_SynchronizedMap A collection view of a synchronized map was accessed in a thread-unsafe manner.
com.gaurav.avnc_26.apk,1,120,fastbot,70.0,Collections_SynchronizedMap,androidx.fragment.app.FragmentManager,saveAllStateInternal,Collections_SynchronizedMap A collection view of a synchronized map was accessed in a thread-unsafe manner.,androidx.fragment.app.FragmentManager:::saveAllStateInternal:::Collections_SynchronizedMap:::Collections_SynchronizedMap:::Collections_SynchronizedMap A collection view of a synchronized map was accessed in a thread-unsafe manner.
